"","Date","Univariate","Multivariate"
"1",2020-01-03,0.0653220633582848,0.0653242716376366
"2",2020-01-06,0.0549592178598274,0.0560257625049209
"3",2020-01-07,0.0471365888242062,0.0490633990783141
"4",2020-01-08,0.0424952270960429,0.0448686605764994
"5",2020-01-09,0.0365526451751534,0.0393099342454036
"6",2020-01-10,0.0380920914105669,0.0411665939592263
"7",2020-01-13,0.0329139986636708,0.0359710849186417
"8",2020-01-14,0.0301149156794346,0.0328743402508835
"9",2020-01-15,0.0265321868816081,0.0286469941026911
"10",2020-01-16,0.0249797502644663,0.0262689244861101
"11",2020-01-17,0.0229609358142772,0.0236018364140004
"12",2020-01-20,0.020671050302503,0.0209471057348378
"13",2020-01-21,0.0220583414290169,0.0220803635261534
"14",2020-01-22,0.0202376312304153,0.0205894266240052
"15",2020-01-23,0.0237290800288841,0.0244930521373374
"16",2020-01-24,0.022743751701649,0.0239086397232725
"17",2020-01-27,0.0225817033050805,0.0240453690089197
"18",2020-01-28,0.0294350531306758,0.0311226138662684
"19",2020-01-29,0.0309183649004856,0.032957829554321
"20",2020-01-30,0.0346200008604444,0.0369733585868094
"21",2020-01-31,0.0309479874644895,0.0334942660727555
"22",2020-02-03,0.0272805254946426,0.029472841871811
"23",2020-02-04,0.0261758323017753,0.0275593391498157
"24",2020-02-05,0.0267244316677562,0.0270561466133044
"25",2020-02-06,0.024575341026488,0.0238252718716065
"26",2020-02-07,0.0244187855266608,0.02302912934194
"27",2020-02-10,0.022865189930158,0.0211464424341293
"28",2020-02-11,0.0224233822569003,0.0207075088042163
"29",2020-02-12,0.0220457957800348,0.0206296413331057
"30",2020-02-13,0.0208825029153416,0.0198617662317149
"31",2020-02-14,0.0342909147682164,0.0343232213330361
"32",2020-02-17,0.0332627208144726,0.0338633263045127
"33",2020-02-18,0.0312517197866753,0.0323618022097654
"34",2020-02-19,0.0291678520089904,0.0306222255274394
"35",2020-02-20,0.0296799951250698,0.0314110614968017
"36",2020-02-21,0.0273749661840041,0.0291835907316437
"37",2020-02-24,0.0315491323031814,0.0332343297525733
"38",2020-02-25,0.0341480343424822,0.0353466851367281
"39",2020-02-26,0.037448127623749,0.0382734468779037
"40",2020-02-27,0.03528491900262,0.0359140586636333
"41",2020-02-28,0.0368877215853354,0.0372794271986969
"42",2020-03-02,0.0388847573297554,0.0389774972130882
"43",2020-03-03,0.0340473664751863,0.0339678392987247
"44",2020-03-04,0.03667082122854,0.0367308514716788
"45",2020-03-05,0.044752386693025,0.0449878301742402
"46",2020-03-06,0.0468179855398919,0.0471790534015376
"47",2020-03-09,0.0410580214452263,0.0415603509223046
"48",2020-03-10,0.0441740911508317,0.0449357357395671
"49",2020-03-11,0.0418473441906594,0.0429410847536897
"50",2020-03-12,0.0453162938935752,0.0469589369926096
"51",2020-03-13,0.124091687100946,0.126360860542933
"52",2020-03-16,0.11273007997758,0.115638789970888
"53",2020-03-17,0.123223581393849,0.126545009162871
"54",2020-03-18,0.128100862159141,0.130900252079276
"55",2020-03-19,0.135971634281151,0.137259000983718
"56",2020-03-20,0.120249503519752,0.118867153919764
"57",2020-03-23,0.101119494385998,0.0973311393189933
"58",2020-03-24,0.100699537026427,0.0947169075203335
"59",2020-03-25,0.0908123619978187,0.0827165467658407
"60",2020-03-26,0.100468611153485,0.0917303956984104
"61",2020-03-27,0.0869838234301482,0.0789121630567185
"62",2020-03-30,0.103114601289396,0.0973083201612671
"63",2020-03-31,0.122256567495075,0.118066354222587
"64",2020-04-01,0.110670369536883,0.107897751214807
"65",2020-04-02,0.1218657124217,0.121381532566819
"66",2020-04-03,0.123950457543855,0.125498435710199
"67",2020-04-06,0.128434106830185,0.131328624858962
"68",2020-04-07,0.137277944746577,0.140613294953858
"69",2020-04-08,0.133863495044376,0.137497572988748
"70",2020-04-09,0.114912380082002,0.118590204909865
"71",2020-04-14,0.107397565436218,0.110395276633357
"72",2020-04-15,0.0983780650335264,0.100562197709419
"73",2020-04-16,0.102420172942214,0.104052853087425
"74",2020-04-17,0.0845093438276962,0.0856930431631256
"75",2020-04-20,0.0857010327473291,0.0855662683673244
"76",2020-04-21,0.0755134470575879,0.0735482201971689
"77",2020-04-22,0.0800198189030008,0.0759022737677731
"78",2020-04-23,0.0702819699314699,0.0640476568672357
"79",2020-04-24,0.0624134136265042,0.0556287865084533
"80",2020-04-27,0.0577047489898495,0.0516006393454759
"81",2020-04-28,0.0495750924312255,0.04469610175766
"82",2020-04-29,0.0500786736850191,0.0463140143814157
"83",2020-04-30,0.0684809265050717,0.0660149054766624
"84",2020-05-01,0.0807869378691606,0.0786588683556233
"85",2020-05-04,0.0807139280169301,0.0784433938948817
"86",2020-05-05,0.0868365241939195,0.0838823117368198
"87",2020-05-06,0.0778589463052736,0.0746867491426102
"88",2020-05-07,0.069273840170872,0.0660155541814109
"89",2020-05-11,0.0629051515992195,0.0595738272395286
"90",2020-05-12,0.0559145044308824,0.0532009728373358
"91",2020-05-13,0.0494993878160453,0.047471220828786
"92",2020-05-14,0.0668956193873779,0.0660831002125401
"93",2020-05-15,0.0670757990376277,0.0670261745192128
"94",2020-05-18,0.0589690065231354,0.0595416145105861
"95",2020-05-19,0.0680316797091983,0.0692364461077759
"96",2020-05-20,0.0603406210504466,0.0620263904242349
"97",2020-05-21,0.0557356203527101,0.0578410444718029
"98",2020-05-22,0.0543766208221895,0.0567560779180261
"99",2020-05-26,0.047380309376926,0.0496155427479011
"100",2020-05-27,0.0674157814821554,0.0691543311771894
"101",2020-05-28,0.0762461865035377,0.0775004858058791
