"","Date","returns","volForecast","shortProb","shortSD","week","scaleFactor","scaledVolatility"
"28",2020-02-10,-0.0200639852960647,0.0149665404773494,0.0219422782110245,"SD","2022-08-08",0.00623614433415329,0.0212026848115027
"29",2020-02-11,0.00213110757627621,0.0150463555356501,0.0223361124876474,"SD","2022-08-09",0.00623614433415329,0.0212824998698034
"30",2020-02-12,0.015315799476082,0.0148790172174646,0.0197560487902419,"Mean","2022-08-10",-0.00311807216707664,0.011760945050388
"31",2020-02-13,-0.00578190846861393,0.0148489231035047,0.0136856686633688,"Mean","2022-08-11",-0.00311807216707664,0.011730850936428
"32",2020-02-14,-0.0113984141205394,0.0147088454950945,0.00848051733526812,"Mean","2022-08-12",-0.00311807216707664,0.0115907733280179
"33",2020-02-17,0.00717231154750397,0.0146213369757904,0.00534366061260682,"Mean","2022-08-13",-0.00311807216707664,0.0115032648087138
"34",2020-02-18,0.0272845593651274,0.0145021913804096,0.00589882023595281,"Mean","2022-08-14",-0.00311807216707664,0.011384119213333
"35",2020-02-19,0.00321440322001187,0.0149182041648435,0.00612982816542104,"Mean","2022-08-15",-0.00311807216707664,0.0118001319977668
"36",2020-02-20,-0.00514803577285683,0.0147502769172154,0.00682484585703941,"Mean","2022-08-16",-0.00311807216707664,0.0116322047501387
"37",2020-02-21,-0.000774461107922342,0.014599478763753,0.00709259857430223,"Mean","2022-08-17",-0.00311807216707664,0.0114814065966764
"38",2020-02-24,-0.0274923194435512,0.0144336815090595,0.00774614307907649,"Mean","2022-08-18",-0.00311807216707664,0.0113156093419829
"39",2020-02-25,-0.0244537253664907,0.0148615157701659,0.00698526961274411,"Mean","2022-08-19",-0.00311807216707664,0.0117434436030892
"40",2020-02-26,-0.00504528246939451,0.0150851555637751,0.00585068171550875,"Mean","2022-08-20",-0.00311807216707664,0.0119670833966985
"41",2020-02-27,-0.0364740109302186,0.0149316721618095,0.00667602664850274,"Mean","2022-08-21",-0.00311807216707664,0.0118135999947329
"42",2020-02-28,-0.0486625454148859,0.015878557567314,0.0137178913423664,"Mean","2022-08-22",-0.00311807216707664,0.0127604854002373
"43",2020-03-02,-0.00597197208587286,0.0173817748356959,0.0204553683857823,"Mean","2022-08-23",-0.00311807216707664,0.0142637026686192
"44",2020-03-03,-0.000299490789272383,0.0171948280998222,0.0264888198830822,"SD","2022-08-24",0.00623614433415329,0.0234309724339755
"45",2020-03-04,0.044386618606068,0.0169844156578732,0.0313901183727218,"SD*2","2022-08-25",0.0124722886683066,0.0294567043261798
"46",2020-03-05,0.00912856849880583,0.0181942056736846,0.0339554221409429,"SD*2","2022-08-26",0.0124722886683066,0.0306664943419911
"47",2020-03-06,-0.0305631837106723,0.0179930644586403,0.0352512080166549,"SD*2","2022-08-27",0.0124722886683066,0.0304653531269469
"48",2020-03-09,-0.0949881499632834,0.0184147669525021,0.036072444117151,"SD*2","2022-08-28",0.0124722886683066,0.0308870556208087
"49",2020-03-10,-0.019670617334218,0.0233928960877864,0.0320089828188209,"SD*2","2022-08-29",0.0124722886683066,0.035865184756093
"50",2020-03-11,-0.0362764135416578,0.0232060095810184,0.0400928217717801,"SD*3","2022-08-30",0.0187084330024599,0.0419144425834782
"51",2020-03-12,-0.122454303044514,0.0235544057753681,0.0371396705814033,"SD*2","2022-08-31",0.0124722886683066,0.0360266944436747
"52",2020-03-13,0.0107177676669084,0.0297082772384125,0.0256130592063406,"SD","2022-09-01",0.00623614433415329,0.0359444215725658
"53",2020-03-16,-0.0693600876136724,0.0293348645892808,0.0237118662214131,"SD","2022-09-02",0.00623614433415329,0.0355710089234341
"54",2020-03-17,0.0943637683513234,0.0314412908827535,0.0221395366552382,"SD","2022-09-03",0.00623614433415329,0.0376774352169068
"55",2020-03-18,-0.00316136017046631,0.0346262963664918,0.0140840518764934,"Mean","2022-09-04",-0.00311807216707664,0.0315082241994151
"56",2020-03-19,0.0772162740501052,0.0341601664720707,0.0118878663291732,"Mean","2022-09-05",-0.00311807216707664,0.0310420943049941
"57",2020-03-20,-0.0304592341466359,0.0360953671239438,0.00831424888076972,"Mean","2022-09-06",-0.00311807216707664,0.0329772949568671
"58",2020-03-23,-0.0208340874641451,0.0361062181554175,0.00623104182880032,"Mean","2022-09-07",-0.00311807216707664,0.0329881459883408
"59",2020-03-24,0.00939314189103602,0.0357340336490607,0.00692169258456001,"Mean","2022-09-08",-0.00311807216707664,0.032615961481984
"60",2020-03-25,0.0513382421376329,0.0352641507491216,0.00646160911782206,"Mean","2022-09-09",-0.00311807216707664,0.032146078582045
"61",2020-03-26,0.0540222753181077,0.035885934988677,0.00904631907843029,"Mean","2022-09-10",-0.00311807216707664,0.0327678628216003
"62",2020-03-27,-0.062770903036931,0.0364493885179153,0.00883180405170743,"Mean","2022-09-11",-0.00311807216707664,0.0333313163508387
"63",2020-03-30,-0.0151031949529878,0.0374010330443397,0.00974088253579626,"Mean","2022-09-12",-0.00311807216707664,0.034282960877263
"64",2020-03-31,-0.0117886121401005,0.0369934339940368,0.0112805721683946,"Mean","2022-09-13",-0.00311807216707664,0.0338753618269602
"65",2020-04-01,-0.0305504624466009,0.0365558161303906,0.0126883714166258,"Mean","2022-09-14",-0.00311807216707664,0.033437743963314
"66",2020-04-02,0.00636659719226618,0.0361898304436888,0.0165632179686512,"Mean","2022-09-15",-0.00311807216707664,0.0330717582766121
"67",2020-04-03,0.00650638478185073,0.0357530263623029,0.0166478781538378,"Mean","2022-09-16",-0.00311807216707664,0.0326349541952262
"68",2020-04-06,0.0486958064885474,0.0352550440130823,0.0177812096560422,"Mean","2022-09-17",-0.00311807216707664,0.0321369718460057
"69",2020-04-07,-0.00757838631794971,0.0352738302308053,0.0189144561024902,"Mean","2022-09-18",-0.00311807216707664,0.0321557580637287
"70",2020-04-08,-0.0427400745037323,0.0348475815205911,0.0193415642340376,"Mean","2022-09-19",-0.00311807216707664,0.0317295093535145
"71",2020-04-09,0.0194770837510001,0.0347524880066824,0.0186989924419487,"Mean","2022-09-20",-0.00311807216707664,0.0316344158396058
"72",2020-04-14,-0.00924445694647691,0.0345690802243524,0.0163777881478058,"Mean","2022-09-21",-0.00311807216707664,0.0314510080572758
"73",2020-04-15,-0.0361890835870256,0.0341260694287192,0.013365747903051,"Mean","2022-09-22",-0.00311807216707664,0.0310079972616425
"74",2020-04-16,-0.00780814512045147,0.0342839071749767,0.0158966755270136,"Mean","2022-09-23",-0.00311807216707664,0.0311658350079
"75",2020-04-17,0.015923248786172,0.0338901017581155,0.0105254638295398,"Mean","2022-09-24",-0.00311807216707664,0.0307720295910389
"76",2020-04-20,0.0192838705223934,0.0335209921193887,0.0105932691868335,"Mean","2022-09-25",-0.00311807216707664,0.0304029199523121
"77",2020-04-21,-0.0474127254360539,0.0333524896237326,0.0105266303061227,"Mean","2022-09-26",-0.00311807216707664,0.030234417456656
"78",2020-04-22,0.0127653318497298,0.03354128699715,0.00923219611396869,"Mean","2022-09-27",-0.00311807216707664,0.0304232148300733
"79",2020-04-23,0.00465246950071574,0.0331000627472027,0.00766121285546812,"Mean","2022-09-28",-0.00311807216707664,0.0299819905801261
"80",2020-04-24,0.0147440838331416,0.0326656191581537,0.0090549266033318,"Mean","2022-09-29",-0.00311807216707664,0.029547546991077
"81",2020-04-27,0.013447440329128,0.0323090499179102,0.00634714686022071,"Mean","2022-09-30",-0.00311807216707664,0.0291909777508335
"82",2020-04-28,0.0200149458337027,0.0320495960158174,0.0042961332545521,"SD","2022-10-01",0.00623614433415329,0.0382857403499706
"83",2020-04-29,0.0505410732948963,0.0318806325072205,0.00308211216972861,"SD","2022-10-02",0.00623614433415329,0.0381167768413738
"84",2020-04-30,-0.0585347387394926,0.0322223820177292,0.00348617145257817,"SD","2022-10-03",0.00623614433415329,0.0384585263518825
"85",2020-05-01,-0.0158191509455836,0.0335536729931972,0.0037962809129506,"SD","2022-10-04",0.00623614433415329,0.0397898173273505
"86",2020-05-04,-0.00654422438023516,0.0331661789444808,0.00411974342720108,"SD","2022-10-05",0.00623614433415329,0.0394023232786341
"87",2020-05-05,0.0253907482814801,0.0327070058930549,0.00372986627164363,"SD","2022-10-06",0.00623614433415329,0.0389431502272082
"88",2020-05-06,0.000888643067262329,0.0327415597271584,0.00362914430100993,"SD","2022-10-07",0.00623614433415329,0.0389777040613117
"89",2020-05-07,0.00301548787260852,0.0322884749105006,0.00478031577472067,"SD","2022-10-08",0.00623614433415329,0.0385246192446539
"90",2020-05-11,0.000708233038706929,0.0318623883970217,0.00635086015378378,"Mean","2022-10-09",-0.00311807216707664,0.028744316229945
"91",2020-05-12,0.0838204262729585,0.0314498693834452,0.00636447456517404,"Mean","2022-10-10",-0.00311807216707664,0.0283317972163685
"92",2020-05-13,-0.0114585801123281,0.033950973134375,0.00845706564901709,"Mean","2022-10-11",-0.00311807216707664,0.0308329009672984
"93",2020-05-14,-0.0162659685888658,0.0334802224703141,0.00914144094258071,"Mean","2022-10-12",-0.00311807216707664,0.0303621503032374
"94",2020-05-15,0.0121415711921493,0.0330374555443345,0.0112556723627952,"Mean","2022-10-13",-0.00311807216707664,0.0299193833772578
"95",2020-05-18,0.0406566394752232,0.0325798313355799,0.0135121191127776,"Mean","2022-10-14",-0.00311807216707664,0.0294617591685033
